Year,Authors,Title,Source
2021,Eugenia Arrieta RodríguezPaula María AlmonacidSantiago CortésRafael DeaguasNohora DiazMaria Paula Aroca,Analyzing and Predicting Colombian Undergrads Performance on Saber-Pro Test: A Data Science Approach,Query refresh (2022-07)
2022,"Liao S,Lin Y,Li J,Li H,Qian Y",Attribute-scale selection for hybrid data with test cost constraint: The approach and uncertainty measures,Query refresh (2022-07)
2022,"Guo X,Okamura H,Dohi T",Automated Software Test Data Generation With Generative Adversarial Networks,Query refresh (2022-07)
2021,"Hrisafov K,Ivanov AB,Chivarov N,Chivarov S",Black Box Testing with Exploratory Approach of a Software for Remote Monitoring of Patients with COVID-19 and Other Infectious Diseases,Query refresh (2022-07)
2021,"Moukahal LJ,Zulkernine M,Soukup M",Boosting Grey-box Fuzzing for Connected Autonomous Vehicle Systems,Query refresh (2022-07)
2022,"Cazzola W,Ghosh S,Al-Refai M,Maurina G",Bridging the Model-to-Code Abstraction Gap with Fuzzy Logic in Model-Based Regression Test Selection,Query refresh (2022-07)
2021,"Brown J,Barkley J",Built-In Test Selection Methodology for Optimal Reliability Fault Coverage,Query refresh (2022-07)
2022,"Elsner D,Bertagnolli D,Pretschner A,Klaus R",Challenges in Regression Test Selection for End-to-End Testing of Microservice-Based Software Systems,Query refresh (2022-07)
2021,"Poltronieri F,Tortonesi M,Stefanelli C",ChaosTwin: A Chaos Engineering and Digital Twin Approach for the Design of Resilient IT Services,Query refresh (2022-07)
2021,"Jin X,Servant F",CIBench: A Dataset and Collection of Techniques for Build and Test Selection and Prioritization in Continuous Integration,Query refresh (2022-07)
2022,"Liu D,Feng Y,Zhang X,Jones JA,Chen Z",Clustering Crowdsourced Test Reports of Mobile Applications Using Image Understanding,Query refresh (2022-07)
2021,"Sykora K,Ahmed BS,Bures M",Code Coverage Aware Test Generation Using Constraint Solver,Query refresh (2022-07)
2022,"Zhang J,Liu Y,Gligoric M,Legunsen O,Shi A",Comparing and Combining Analysis-Based and Learning-Based Regression Test Selection,Query refresh (2022-07)
2021,"Qiao L,Li G,Yu D,Liu H",Deep Feature Learning to Quantitative Prediction of Software Defects,Query refresh (2022-07)
2021,"Sharif A,Marijan D,Liaaen M",DeepOrder: Deep Learning for Test Case Prioritization in Continuous Integration Testing,Query refresh (2022-07)
2022,"Meng F,Wang Y,Yu H,Zhu Z",Devising optimal integration test orders using cost--benefit analysis [基于成本收益分析的集成测试序列生成优化方法],Query refresh (2022-07)
2021,Cox H,Differential coverage: : automating coverage analysis,Query refresh (2022-07)
2021,Anu BajajOm Prakash Sangwan,Discrete and combinatorial gravitational search algorithms for test case prioritization and minimization,Query refresh (2022-07)
2021,"Bajaj A,Sangwan OP",Discrete Cuckoo Search Algorithms for Test Case Prioritization,Query refresh (2022-07)
2022,Debasis MohapatraSourav Kumar BhoiChittaranjan MallickKalyan Kumar JenaSatrujit Mishra,Distribution preserving train-test split directed ensemble classifier for heart disease prediction,Query refresh (2022-07)
2021,"Capdevila MG,Saltiveri TG,Garrido JE,Müller OH,Ruas LC",Do Current User Testing Practices Meet the Needs of the New Interactive Paradigms?,Query refresh (2022-07)
2021,Harrison GoldsteinJohn HughesLeonidas LampropoulosBenjamin C. Pierce,Do Judge a Test by its Cover,Query refresh (2022-07)
2022,"Saxena A,Bhatnagar R,Kumar Srivastava D",Effective Lightweight Software Fault Localization Based on Test Suite Optimization,Query refresh (2022-07)
2021,"Intasara J,Lin CT",Empirically Comparing the Test Suite Reduction Techniques in Continuous Integration Process: How Test Suite Reduction Impacts Fault Localization,Query refresh (2022-07)
2022,"Imam N,Rao NS,Al-Najjar A,Naughton T,Hitefield S",Emulation Framework for Distributed Large-Scale Systems Integration,Query refresh (2022-07)
2022,"Dang X,Gong D,Yao X,Tian T,Liu H",Enhancement of Mutation Testing via Fuzzy Clustering and Multi-Population Genetic Algorithm,Query refresh (2022-07)
2021,"Nicanor LD,Aguirre HR,Madrid MQ",Enhancement to test case prioritization through object-oriented software architectural design [Mejora en la priorizacion de casos de prueba mediante el diseno arquitectonico de software orientado a],Query refresh (2022-07)
2021,"Guizzo G,Petke J,Sarro F,Harman M",Enhancing Genetic Improvement of Software with Regression Test Selection,Query refresh (2022-07)
2022,"Papis B,Grochowski K,Subzda K,Sijko K",Experimental Evaluation of Test-Driven Development With Interns Working on a Real Industrial Project,Query refresh (2022-07)
2022,"Rafi S,Akbar MA,Yu W,Alsanad A,Gumaei A,Sarwar MU",Exploration of DevOps Testing Process Capabilities: An ISM and Fuzzy TOPSIS Analysis,Query refresh (2022-07)
2021,"Lima I,Silva J,Miranda B,Pinto G,d'Amorim M",Exposing Bugs in JavaScript Engines through Test Transplantation and Differential Testing,Query refresh (2022-07)
2022,"Wu J,Dong J,Fang R,Zhang W,Wang W,Zuo D",FADATest: Fast and Adaptive Performance Regression Testing of Dynamic Binary Translation Systems,Query refresh (2022-07)
2021,"Alam M,Chaallal O,Galy B,Bergheau JM",Flexible Temporary Shield in Soft and Sensitive Clay: 3D FE Modelling of Experimental Field Test,Query refresh (2022-07)
2021,Arpita DuttaKrishna KunalSaksham Sahai SrivastavaShubham ShankarRajib Mall,FTFL: A Fisher’s test-based approach for fault localization,Query refresh (2022-07)
2021,"Nguyen V,To T,Diep GH",Generating and selecting resilient and maintainable locators for Web automated testing,Query refresh (2022-07)
2022,Elahe HabibiSeyed-Hasan Mirian-Hosseinabadi,Generating test as a web service (TaaWS) through a method-based attribute grammar,Query refresh (2022-07)
2021,"Chen K,Li Y,Chen Y,Fan C,Hu Z,Yang W",GLIB: Towards Automated Test Oracle for Graphically-Rich Applications,Query refresh (2022-07)
2021,"Bautista EC,Parada HD",Guide of principles and good practices for software security testing in web applications for a private sector company,Query refresh (2022-07)
2021,Meng Q,Higher Vocational English Online Course System Based on the Test Paper Formation Algorithm of the Distance Education System,Query refresh (2022-07)
2021,"Kim DJ,Yang B,Yang J,Chen TH",How Disabled Tests Manifest in Test Maintainability Challenges?,Query refresh (2022-07)
2022,"Rath SK,Sahu M,Das SP,Mohapatra SK",Hybrid Software Reliability Prediction Model Using Feature Selection and Support Vector Classifier,Query refresh (2022-07)
2021,"Romero-Peña I,Padilla-Zárate G,Cortés-Verdín K",Identification of Test Cases Duplication: Systematic Literature Review,Query refresh (2022-07)
2022,"Wang Y,Mäntylä MV,Liu Z,Markkula J,Raulamo-jurvanen P",Improving test automation maturity: A multivocal literature review,Query refresh (2022-07)
2021,"Stewart MA,J. Laszlo M,Sumitra Mukherjee",Increasing Software Reliability Using Mutation Testing and Machine Learning,Query refresh (2022-07)
2022,"Zhang H,Li YF",Integrated optimization of test case selection and sequencing for reliability testing of the mainboard of Internet backbone routers,Query refresh (2022-07)
2022,"Shimmi S,Rahimi M",Leveraging Code-Test Co-evolution Patterns for Automated Test Case Recommendation,Query refresh (2022-07)
,"Gartziandia A,Arrieta A,Ayerdi J,Illarramendi M,Agirre A,Sagardui G,Arratibel M",Machine learning-based test oracles for performance testing of cyber-physical systems: An industrial case study on elevators dispatching algorithms,Query refresh (2022-07)
2022,"Sun W,Han P,Pei S,Bin S",Mathematical Model Construction of Network Computer Test Automation System for College English Teaching,Query refresh (2022-07)
2021,"Fang C,Huang Q,Blanton RD",Memory-efficient adaptive test pattern reordering for accurate diagnosis,Query refresh (2022-07)
2021,"Singhal A,Bansal A,Kumar A",Meta-Heuristic Algorithm to Generate Optimised Test Cases for Aspect-Oriented Software Systems,Query refresh (2022-07)
2022,"Srinivasan M,Kanewala U",Metamorphic relation prioritization for effective regression testing,Query refresh (2022-07)
2022,"Tufano M,Deng SK,Sundaresan N,Svyatkovskiy A",METHODS2TEST: A dataset of focal methods mapped to test cases,Query refresh (2022-07)
2021,"Liu K,Kim D,Bissyandé TF,Yoo S,Le Traon Y",Mining Fix Patterns for FindBugs Violations,Query refresh (2022-07)
2022,Muhammad Luqman Mohd-ShafieWan Mohd Nasir Wan KadirHorst LichterMuhammad KhatibsyarbiniMohd Adham Isa,Model-based test case generation and prioritization: a systematic literature review,Query refresh (2022-07)
2021,"Zafar MN,Afzal W,Enoiu E,Stratis A,Arrieta A,Sagardui G",Model-Based Testing in Practice: An Industrial Case Study Using GraphWalker,Query refresh (2022-07)
2022,"Ettahi K,Chaanaoui M,Sébastien V,Abderafi S,Bounahmidi T,Ameur H",Modeling and Design of a Solar Rotary Dryer Bench Test for Phosphate Sludge,Query refresh (2022-07)
,"Liu L,Jee E,Bae DH",MuFBDTester: A mutation-based test sequence generator for FBD programs implementing nuclear power plant software,Query refresh (2022-07)
2021,"Chen Y,Chen MH",Multi-objective regression test selection,Query refresh (2022-07)
2021,Chen Y,NodeSRT: A Selective Regression Testing Tool for Node.js Application,Query refresh (2022-07)
2022,"Abid A,Cheikhrouhou S,Kallel S,Jmaiel M",NovidChain: Blockchain-based privacy-preserving platform for COVID-19 test/vaccine certificates,Query refresh (2022-07)
2021,"Brunetto M,Denaro G,Mariani L,Pezzè M",On introducing automatic test case generation in practice: A success story and lessons learned,Query refresh (2022-07)
2021,"Beniwal R,Jain M,Gupta Y",Opinion Mining to Aid User Acceptance Testing for Open Beta Versions,Query refresh (2022-07)
2021,"Delamaro ME,Andrade SA,De Souza SR,De Souza PS",Parallel Execution of Programs as a Support for Mutation Testing: A Replication Study,Query refresh (2022-07)
2021,"Zhou J,Chen J,Hao D",Parallel Test Prioritization,Query refresh (2022-07)
2022,"Gan S,Zhang C,Qin X,Tu X,Li K,Pei Z,Chen Z",Path Sensitive Fuzzing for Native Applications,Query refresh (2022-07)
2021,"Weiss K,Rottleuthner M,Schmidt TC,Wählisch M",PHiLIP on the HiL: Automated Multi-Platform OS Testing With External Reference Devices,Query refresh (2022-07)
2022,"Rechtberger V,Bures M,Ahmed BS,Belkhier Y,Nema J,Schvach H",Prioritized Variable-length Test Cases Generation for Finite State Machines,Query refresh (2022-07)
2022,"Elsner D,Wuersching R,Schnappinger M,Pretschner A",Probe-based Syscall Tracing for Efficient and Practical File-level Test Traces,Query refresh (2022-07)
2021,"Rehman MH,Rigby PC",Quantifying No-Fault-Found Test Failures to Prioritize Inspection of Flaky Tests at Ericsson,Query refresh (2022-07)
2022,"Zhang Z,Wang Z,Yang F,Wei J,Zhou Y,Huang Z",Random or Heuristic? An Empirical Study on Path Search Strategies for Test Generation in KLEE,Query refresh (2022-07)
2022,"Altiero F,Corazza A,Di Martino S,Peron A,Starace LL",ReCover: A Curated Dataset for Regression Testing Research,Query refresh (2022-07)
2022,"Mirzaei H,Keyvanpour MR",Reinforcement Learning Reward Function for Test Case Prioritization in Continuous Integration,Query refresh (2022-07)
2022,"Peng Z,Chen TH,Yang J",Revisiting Test Impact Analysis in Continuous Testing From the Perspective of Code Dependencies,Query refresh (2022-07)
,"Eirich J,Münch M,Jäckle D,Sedlmair M,Bonart J,Schreck T",RfX: A Design Study for the Interactive Exploration of a Random Forest to Enhance Testing Procedures for Electrical Engines,Query refresh (2022-07)
2022,"Paduraru C,Paduraru M,Stefanescu A",RiverGame - a game testing tool using artificial intelligence,Query refresh (2022-07)
2022,"Yaraghi AS,Bagherzadeh M,Kahani N,Briand L",Scalable and Accurate Test Case Prioritization in Continuous Integration Contexts,Query refresh (2022-07)
2021,"Evans I,Porter C,Micallef M","Scared, Frustrated and Quietly Proud: Testers' Lived Experience of Tools and Automation",Query refresh (2022-07)
2022,"Perera A,Aleti A,Tantithamthavorn C,Jiarpakdee J,Turhan B,Kuhn L,Walker K",Search-Based Fairness Testing for Regression-Based Machine Learning Systems,Query refresh (2022-07)
2022,"Guizzo G,Sarro F,Krinke J,Vergilio SR",Sentinel: A Hyper-Heuristic for the Generation of Mutant Reduction Strategies,Query refresh (2022-07)
2021,Shi A,SIGSOFT Outstanding Doctoral Dissertation Award: Improving Regression Testing Efficiency and Reliability via Test-Suite Transformations,Query refresh (2022-07)
2021,"Martins L,Bezerra C,Costa H,Machado I",Smart Prediction for Refactorings in the Software Test Code,Query refresh (2022-07)
2021,"Shinzato F,Paiva DM,Cagin MI,Cafeo BB,Fontão A",So You've Graduated College and Need to Test Apps: What Barriers Might You Face?,Query refresh (2022-07)
2021,"Ahmed MM,Kiran BS,Sai PH,Bisi M",Software Fault-Prone Module Classification Using Learning Automata based Deep Neural Network Model,Query refresh (2022-07)
2022,"Rosero RH,Gómez OS,Villa ER,Aguilar RA,Pardo CJ",Software Regression Testing in Industrial Settings: Preliminary Findings from a Literature Review,Query refresh (2022-07)
2021,"Gao C,Luo W,Xie F",Software Selection Test of Enterprise-Level Big Data Analysis Platform,Query refresh (2022-07)
2022,Per Erik StrandbergWasif AfzalDaniel Sundmark,Software test results exploration and visualization with continuous integration and nightly testing,Query refresh (2022-07)
2021,"Wei C,Yao X,Gong D,Liu H",Spectral clustering based mutant reduction for mutation testing,Query refresh (2022-07)
2022,"Senchenko A,Patterson J,Samuel H,Ispir D",SUPERNOVA: Automating Test Selection and Defect Prevention in AAA Video Games Using Risk Based Testing and Machine Learning,Query refresh (2022-07)
2021,"Ashfaq M,Huang R,Towey D,Omari M,Yashunin D,Kudjo PK,Zhang T",SWFC-ART: A Cost-Effective Approach for Fixed-Size-Candidate-Set Adaptive Random Testing through Small World Graphs,Query refresh (2022-07)
2021,Libing WangLi HeJunyu LiDeane ZengYimin Wen,T Line and C Line Detection and Ratio Reading of the Ovulation Test Strip Based on Deep Learning,Query refresh (2022-07)
2021,Gruber M,Tackling Flaky Tests: Understanding the Problem and Providing Practical Solutions,Query refresh (2022-07)
2022,"Abdelkarim M,ElAdawi R",TCP-Net: Test Case Prioritization using End-to-End Deep Neural Networks,Query refresh (2022-07)
2022,Sheikh W,Teaching C++ programming using automated unit testing and test-driven development---Design and efficacy study,Query refresh (2022-07)
2022,Jishu GuinJüri VainLeonidas TsiopoulosGert Valdek,Temporal Multi-view Contracts for Efficient Test Models,Query refresh (2022-07)
2022,"Becho J,Cerveira F,Leitão J,Oliveira RA",TESRAC: A Framework for Test Suite Reduction Assessment at Scale,Query refresh (2022-07)
2022,Stephen Rylander,Test,Query refresh (2022-07)
2021,"Nayak S,Kumar C,Tripathi S,Jena L,Patra B",Test Case Prioritization Using OR and XOR Gate Operations,Query refresh (2022-07)
2021,I. S. W. B. PrasetyaRick Klomp,Test model coverage analysis under uncertainty: extended version,Query refresh (2022-07)
2021,"Cheng R,Zhang L,Marinov D,Xu T",Test-Case Prioritization for Configuration Testing,Query refresh (2022-07)
2022,Yong-Hao LongYan-Cheng ChenXiang-Ping ChenXiao-Hong ShiFan Zhou,Test-Driven Feature Extraction of Web Components,Query refresh (2022-07)
